"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jan 26 03:02:53 GMT 2025","Sun Jan 26 03:02:55 GMT 2025","1641","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sun Jan 26 03:02:50 GMT 2025","Sun Jan 26 03:02:50 GMT 2025","757","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sun Jan 26 03:02:52 GMT 2025","Sun Jan 26 03:02:59 GMT 2025","7845","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sun Jan 26 03:03:05 GMT 2025","Sun Jan 26 03:03:11 GMT 2025","6589","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sun Jan 26 03:02:49 GMT 2025","Sun Jan 26 03:02:49 GMT 2025","108","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Sun Jan 26 03:02:50 GMT 2025","Sun Jan 26 03:02:57 GMT 2025","7813","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sun Jan 26 03:03:07 GMT 2025","Sun Jan 26 03:03:14 GMT 2025","6648","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sun Jan 26 03:03:03 GMT 2025","Sun Jan 26 03:03:03 GMT 2025","646","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sun Jan 26 03:02:57 GMT 2025","Sun Jan 26 03:03:07 GMT 2025","9904","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sun Jan 26 03:03:00 GMT 2025","Sun Jan 26 03:03:08 GMT 2025","7046","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sun Jan 26 03:02:58 GMT 2025","Sun Jan 26 03:03:04 GMT 2025","6316","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sun Jan 26 03:03:00 GMT 2025","Sun Jan 26 03:03:02 GMT 2025","1561","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sun Jan 26 03:02:50 GMT 2025","Sun Jan 26 03:02:58 GMT 2025","8178","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
