"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Jan 29 02:41:39 GMT 2025","Wed Jan 29 02:41:47 GMT 2025","7749","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Wed Jan 29 02:41:55 GMT 2025","Wed Jan 29 02:42:01 GMT 2025","6413","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Wed Jan 29 02:41:42 GMT 2025","Wed Jan 29 02:41:44 GMT 2025","1418","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Wed Jan 29 02:41:39 GMT 2025","Wed Jan 29 02:41:40 GMT 2025","1025","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Wed Jan 29 02:41:50 GMT 2025","Wed Jan 29 02:41:51 GMT 2025","1323","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Wed Jan 29 02:41:56 GMT 2025","Wed Jan 29 02:41:57 GMT 2025","715","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Wed Jan 29 02:41:45 GMT 2025","Wed Jan 29 02:41:47 GMT 2025","1590","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Wed Jan 29 02:41:40 GMT 2025","Wed Jan 29 02:41:48 GMT 2025","7482","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Wed Jan 29 02:41:38 GMT 2025","Wed Jan 29 02:41:39 GMT 2025","235","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Wed Jan 29 02:41:47 GMT 2025","Wed Jan 29 02:41:54 GMT 2025","7238","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Wed Jan 29 02:41:39 GMT 2025","Wed Jan 29 02:41:46 GMT 2025","7783","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Wed Jan 29 02:41:47 GMT 2025","Wed Jan 29 02:41:55 GMT 2025","7900","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Wed Jan 29 02:41:49 GMT 2025","Wed Jan 29 02:41:57 GMT 2025","7254","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
