"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 16 03:16:54 GMT 2024","Wed Oct 16 03:16:54 GMT 2024","143","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Wed Oct 16 03:16:54 GMT 2024","Wed Oct 16 03:17:03 GMT 2024","8136","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Wed Oct 16 03:17:05 GMT 2024","Wed Oct 16 03:17:13 GMT 2024","7304","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Wed Oct 16 03:16:56 GMT 2024","Wed Oct 16 03:17:04 GMT 2024","7848","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Wed Oct 16 03:17:01 GMT 2024","Wed Oct 16 03:17:02 GMT 2024","1456","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Wed Oct 16 03:16:54 GMT 2024","Wed Oct 16 03:16:55 GMT 2024","660","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Wed Oct 16 03:16:58 GMT 2024","Wed Oct 16 03:17:00 GMT 2024","1494","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Wed Oct 16 03:17:03 GMT 2024","Wed Oct 16 03:17:11 GMT 2024","8841","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Wed Oct 16 03:17:12 GMT 2024","Wed Oct 16 03:17:18 GMT 2024","6509","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Wed Oct 16 03:16:54 GMT 2024","Wed Oct 16 03:17:02 GMT 2024","7861","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Wed Oct 16 03:17:11 GMT 2024","Wed Oct 16 03:17:11 GMT 2024","433","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Wed Oct 16 03:17:05 GMT 2024","Wed Oct 16 03:17:07 GMT 2024","1811","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Wed Oct 16 03:17:03 GMT 2024","Wed Oct 16 03:17:10 GMT 2024","7391","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
