"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 23 02:48:39 GMT 2024","Mon Sep 23 02:48:41 GMT 2024","1706","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Mon Sep 23 02:48:32 GMT 2024","Mon Sep 23 02:48:32 GMT 2024","174","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Mon Sep 23 02:48:43 GMT 2024","Mon Sep 23 02:48:46 GMT 2024","2545","","","","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Mon Sep 23 02:48:34 GMT 2024","Mon Sep 23 02:48:42 GMT 2024","7944","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Mon Sep 23 02:48:32 GMT 2024","Mon Sep 23 02:48:33 GMT 2024","743","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Mon Sep 23 02:48:36 GMT 2024","Mon Sep 23 02:48:38 GMT 2024","1565","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Mon Sep 23 02:48:32 GMT 2024","Mon Sep 23 02:48:41 GMT 2024","8112","","","","","","Test Simple Search","Search for Playwright docs."
"passed","Mon Sep 23 02:48:41 GMT 2024","Mon Sep 23 02:48:46 GMT 2024","4928","","","","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Mon Sep 23 02:48:41 GMT 2024","Mon Sep 23 02:48:46 GMT 2024","4815","","","","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Mon Sep 23 02:48:32 GMT 2024","Mon Sep 23 02:48:40 GMT 2024","8022","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
