"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 15 02:56:46 GMT 2024","Fri Nov 15 02:56:46 GMT 2024","880","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Fri Nov 15 02:56:55 GMT 2024","Fri Nov 15 02:57:00 GMT 2024","5127","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Nov 15 02:56:49 GMT 2024","Fri Nov 15 02:56:52 GMT 2024","2378","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Fri Nov 15 02:57:00 GMT 2024","Fri Nov 15 02:57:08 GMT 2024","7513","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri Nov 15 02:56:54 GMT 2024","Fri Nov 15 02:57:01 GMT 2024","6315","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Fri Nov 15 02:56:45 GMT 2024","Fri Nov 15 02:56:46 GMT 2024","396","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Fri Nov 15 02:56:47 GMT 2024","Fri Nov 15 02:56:55 GMT 2024","7977","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Fri Nov 15 02:56:46 GMT 2024","Fri Nov 15 02:56:48 GMT 2024","2561","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Fri Nov 15 02:56:46 GMT 2024","Fri Nov 15 02:56:54 GMT 2024","8282","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Nov 15 02:56:55 GMT 2024","Fri Nov 15 02:57:04 GMT 2024","9541","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Fri Nov 15 02:56:51 GMT 2024","Fri Nov 15 02:56:52 GMT 2024","944","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Fri Nov 15 02:57:06 GMT 2024","Fri Nov 15 02:57:06 GMT 2024","768","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri Nov 15 02:56:56 GMT 2024","Fri Nov 15 02:57:03 GMT 2024","6963","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
