"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Aug 16 03:15:28 GMT 2025","Sat Aug 16 03:15:35 GMT 2025","6859","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sat Aug 16 03:15:19 GMT 2025","Sat Aug 16 03:15:20 GMT 2025","1029","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Aug 16 03:15:20 GMT 2025","Sat Aug 16 03:15:28 GMT 2025","8075","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Aug 16 03:15:31 GMT 2025","Sat Aug 16 03:15:38 GMT 2025","7701","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Aug 16 03:15:30 GMT 2025","Sat Aug 16 03:15:38 GMT 2025","8076","","","","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Aug 16 03:15:19 GMT 2025","Sat Aug 16 03:15:28 GMT 2025","8746","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Aug 16 03:15:29 GMT 2025","Sat Aug 16 03:15:30 GMT 2025","1131","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Sat Aug 16 03:15:19 GMT 2025","Sat Aug 16 03:15:19 GMT 2025","444","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Sat Aug 16 03:15:36 GMT 2025","Sat Aug 16 03:15:37 GMT 2025","730","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Aug 16 03:15:32 GMT 2025","Sat Aug 16 03:15:39 GMT 2025","7725","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Aug 16 03:15:21 GMT 2025","Sat Aug 16 03:15:29 GMT 2025","8315","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Aug 16 03:15:23 GMT 2025","Sat Aug 16 03:15:25 GMT 2025","1724","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
