"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu May 22 03:11:32 GMT 2025","Thu May 22 03:11:40 GMT 2025","7865","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Thu May 22 03:11:31 GMT 2025","Thu May 22 03:11:33 GMT 2025","2678","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Thu May 22 03:11:30 GMT 2025","Thu May 22 03:11:38 GMT 2025","7782","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Thu May 22 03:11:30 GMT 2025","Thu May 22 03:11:31 GMT 2025","975","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Thu May 22 03:11:38 GMT 2025","Thu May 22 03:11:46 GMT 2025","8136","","","","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu May 22 03:11:42 GMT 2025","Thu May 22 03:11:49 GMT 2025","7746","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu May 22 03:11:38 GMT 2025","Thu May 22 03:11:41 GMT 2025","2942","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Thu May 22 03:11:30 GMT 2025","Thu May 22 03:11:30 GMT 2025","257","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Thu May 22 03:11:35 GMT 2025","Thu May 22 03:11:36 GMT 2025","1194","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Thu May 22 03:11:39 GMT 2025","Thu May 22 03:11:46 GMT 2025","7586","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Thu May 22 03:11:41 GMT 2025","Thu May 22 03:11:49 GMT 2025","7408","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu May 22 03:11:34 GMT 2025","Thu May 22 03:11:36 GMT 2025","1858","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
