"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Apr 20 03:08:10 GMT 2025","Sun Apr 20 03:08:16 GMT 2025","6373","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sun Apr 20 03:08:12 GMT 2025","Sun Apr 20 03:08:19 GMT 2025","7144","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sun Apr 20 03:08:12 GMT 2025","Sun Apr 20 03:08:12 GMT 2025","730","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sun Apr 20 03:08:20 GMT 2025","Sun Apr 20 03:08:27 GMT 2025","7248","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sun Apr 20 03:08:20 GMT 2025","Sun Apr 20 03:08:22 GMT 2025","2308","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sun Apr 20 03:08:25 GMT 2025","Sun Apr 20 03:08:26 GMT 2025","952","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Sun Apr 20 03:08:15 GMT 2025","Sun Apr 20 03:08:17 GMT 2025","1741","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Sun Apr 20 03:08:12 GMT 2025","Sun Apr 20 03:08:13 GMT 2025","1895","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sun Apr 20 03:08:14 GMT 2025","Sun Apr 20 03:08:16 GMT 2025","1643","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sun Apr 20 03:08:22 GMT 2025","Sun Apr 20 03:08:29 GMT 2025","6991","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sun Apr 20 03:08:09 GMT 2025","Sun Apr 20 03:08:09 GMT 2025","222","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Sun Apr 20 03:08:17 GMT 2025","Sun Apr 20 03:08:23 GMT 2025","6402","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sun Apr 20 03:08:19 GMT 2025","Sun Apr 20 03:08:25 GMT 2025","6061","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
