"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Oct 03 03:14:24 GMT 2024","Thu Oct 03 03:14:32 GMT 2024","8271","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Oct 03 03:14:27 GMT 2024","Thu Oct 03 03:14:34 GMT 2024","7146","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu Oct 03 03:14:19 GMT 2024","Thu Oct 03 03:14:20 GMT 2024","498","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Thu Oct 03 03:14:13 GMT 2024","Thu Oct 03 03:14:20 GMT 2024","7694","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Thu Oct 03 03:14:33 GMT 2024","Thu Oct 03 03:14:33 GMT 2024","709","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Thu Oct 03 03:14:17 GMT 2024","Thu Oct 03 03:14:18 GMT 2024","1660","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Thu Oct 03 03:14:21 GMT 2024","Thu Oct 03 03:14:27 GMT 2024","6163","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Thu Oct 03 03:14:15 GMT 2024","Thu Oct 03 03:14:22 GMT 2024","7547","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Oct 03 03:14:23 GMT 2024","Thu Oct 03 03:14:29 GMT 2024","6108","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu Oct 03 03:14:12 GMT 2024","Thu Oct 03 03:14:13 GMT 2024","461","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Thu Oct 03 03:14:13 GMT 2024","Thu Oct 03 03:14:16 GMT 2024","2801","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Thu Oct 03 03:14:13 GMT 2024","Thu Oct 03 03:14:14 GMT 2024","1067","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Thu Oct 03 03:14:24 GMT 2024","Thu Oct 03 03:14:27 GMT 2024","3262","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
