"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Nov 16 02:53:38 GMT 2024","Sat Nov 16 02:53:45 GMT 2024","7293","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Nov 16 02:53:51 GMT 2024","Sat Nov 16 02:53:51 GMT 2024","712","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Nov 16 02:53:53 GMT 2024","Sat Nov 16 02:54:00 GMT 2024","6959","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sat Nov 16 02:53:46 GMT 2024","Sat Nov 16 02:53:50 GMT 2024","4275","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sat Nov 16 02:53:38 GMT 2024","Sat Nov 16 02:53:38 GMT 2024","192","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Sat Nov 16 02:53:38 GMT 2024","Sat Nov 16 02:53:39 GMT 2024","911","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Nov 16 02:53:40 GMT 2024","Sat Nov 16 02:53:47 GMT 2024","7180","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sat Nov 16 02:53:38 GMT 2024","Sat Nov 16 02:53:46 GMT 2024","7992","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sat Nov 16 02:53:48 GMT 2024","Sat Nov 16 02:53:49 GMT 2024","967","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Nov 16 02:53:48 GMT 2024","Sat Nov 16 02:53:55 GMT 2024","6991","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Nov 16 02:53:46 GMT 2024","Sat Nov 16 02:53:52 GMT 2024","6227","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Nov 16 02:53:50 GMT 2024","Sat Nov 16 02:53:57 GMT 2024","6765","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Nov 16 02:53:42 GMT 2024","Sat Nov 16 02:53:43 GMT 2024","1398","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
