"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Nov 13 03:12:22 GMT 2024","Wed Nov 13 03:12:22 GMT 2024","209","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Wed Nov 13 03:12:30 GMT 2024","Wed Nov 13 03:12:35 GMT 2024","4634","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Wed Nov 13 03:12:40 GMT 2024","Wed Nov 13 03:12:41 GMT 2024","985","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Wed Nov 13 03:12:32 GMT 2024","Wed Nov 13 03:12:40 GMT 2024","7301","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Wed Nov 13 03:12:30 GMT 2024","Wed Nov 13 03:12:39 GMT 2024","9512","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Wed Nov 13 03:12:26 GMT 2024","Wed Nov 13 03:12:28 GMT 2024","1933","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Wed Nov 13 03:12:22 GMT 2024","Wed Nov 13 03:12:23 GMT 2024","768","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Wed Nov 13 03:12:35 GMT 2024","Wed Nov 13 03:12:43 GMT 2024","7575","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Wed Nov 13 03:12:27 GMT 2024","Wed Nov 13 03:12:28 GMT 2024","852","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Wed Nov 13 03:12:30 GMT 2024","Wed Nov 13 03:12:37 GMT 2024","6194","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Wed Nov 13 03:12:22 GMT 2024","Wed Nov 13 03:12:25 GMT 2024","2508","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Wed Nov 13 03:12:22 GMT 2024","Wed Nov 13 03:12:30 GMT 2024","7831","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Wed Nov 13 03:12:24 GMT 2024","Wed Nov 13 03:12:32 GMT 2024","7805","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
