"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jul 12 03:26:21 GMT 2025","Sat Jul 12 03:26:29 GMT 2025","7462","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Jul 12 03:26:29 GMT 2025","Sat Jul 12 03:26:38 GMT 2025","8289","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sat Jul 12 03:26:18 GMT 2025","Sat Jul 12 03:26:19 GMT 2025","478","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Sat Jul 12 03:26:21 GMT 2025","Sat Jul 12 03:26:22 GMT 2025","1071","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Sat Jul 12 03:26:35 GMT 2025","Sat Jul 12 03:26:36 GMT 2025","860","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Jul 12 03:26:28 GMT 2025","Sat Jul 12 03:26:34 GMT 2025","5976","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Jul 12 03:26:20 GMT 2025","Sat Jul 12 03:26:27 GMT 2025","7344","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Jul 12 03:26:31 GMT 2025","Sat Jul 12 03:26:33 GMT 2025","2675","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Jul 12 03:26:36 GMT 2025","Sat Jul 12 03:26:42 GMT 2025","6635","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Jul 12 03:26:29 GMT 2025","Sat Jul 12 03:26:37 GMT 2025","7421","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sat Jul 12 03:26:25 GMT 2025","Sat Jul 12 03:26:26 GMT 2025","1161","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Jul 12 03:26:21 GMT 2025","Sat Jul 12 03:26:29 GMT 2025","7611","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sat Jul 12 03:26:38 GMT 2025","Sat Jul 12 03:26:45 GMT 2025","6769","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
