"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 03:32:30 GMT 2025","Fri Sep 05 03:32:31 GMT 2025","874","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Fri Sep 05 03:32:34 GMT 2025","Fri Sep 05 03:32:35 GMT 2025","1634","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Fri Sep 05 03:32:43 GMT 2025","Fri Sep 05 03:32:49 GMT 2025","6779","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri Sep 05 03:32:41 GMT 2025","Fri Sep 05 03:32:48 GMT 2025","6995","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri Sep 05 03:32:30 GMT 2025","Fri Sep 05 03:32:38 GMT 2025","7984","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Fri Sep 05 03:32:39 GMT 2025","Fri Sep 05 03:32:46 GMT 2025","7359","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Fri Sep 05 03:32:29 GMT 2025","Fri Sep 05 03:32:30 GMT 2025","413","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Fri Sep 05 03:32:40 GMT 2025","Fri Sep 05 03:32:42 GMT 2025","1477","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri Sep 05 03:32:30 GMT 2025","Fri Sep 05 03:32:38 GMT 2025","8654","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Sep 05 03:32:37 GMT 2025","Fri Sep 05 03:32:43 GMT 2025","6408","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Sep 05 03:32:47 GMT 2025","Fri Sep 05 03:32:48 GMT 2025","839","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri Sep 05 03:32:44 GMT 2025","Fri Sep 05 03:32:50 GMT 2025","6739","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Sep 05 03:32:31 GMT 2025","Fri Sep 05 03:32:39 GMT 2025","8350","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
