"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Thu Mar 06 03:22:43 GMT 2025","Thu Mar 06 03:22:43 GMT 2025","0","","","","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Thu Mar 06 03:22:29 GMT 2025","Thu Mar 06 03:22:29 GMT 2025","361","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"skipped","Thu Mar 06 03:22:42 GMT 2025","Thu Mar 06 03:22:42 GMT 2025","0","","","","","","Test Simple Search","Search for Playwright docs."
"failed","Thu Mar 06 03:22:32 GMT 2025","Thu Mar 06 03:22:39 GMT 2025","7329","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Thu Mar 06 03:22:37 GMT 2025","Thu Mar 06 03:22:43 GMT 2025","6296","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Thu Mar 06 03:22:32 GMT 2025","Thu Mar 06 03:22:39 GMT 2025","7441","","","","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Mar 06 03:22:35 GMT 2025","Thu Mar 06 03:22:42 GMT 2025","6725","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Thu Mar 06 03:22:41 GMT 2025","Thu Mar 06 03:22:41 GMT 2025","641","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"skipped","Thu Mar 06 03:22:41 GMT 2025","Thu Mar 06 03:22:41 GMT 2025","0","","","","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Thu Mar 06 03:22:30 GMT 2025","Thu Mar 06 03:22:36 GMT 2025","6501","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Thu Mar 06 03:22:32 GMT 2025","Thu Mar 06 03:22:33 GMT 2025","865","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
