"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 07 02:46:44 GMT 2025","Fri Feb 07 02:46:44 GMT 2025","134","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Fri Feb 07 02:46:56 GMT 2025","Fri Feb 07 02:47:05 GMT 2025","8130","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri Feb 07 02:46:46 GMT 2025","Fri Feb 07 02:46:55 GMT 2025","8334","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Feb 07 02:47:00 GMT 2025","Fri Feb 07 02:47:07 GMT 2025","6815","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri Feb 07 02:46:45 GMT 2025","Fri Feb 07 02:46:53 GMT 2025","8349","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Feb 07 02:47:05 GMT 2025","Fri Feb 07 02:47:06 GMT 2025","976","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Fri Feb 07 02:46:56 GMT 2025","Fri Feb 07 02:46:59 GMT 2025","3249","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Fri Feb 07 02:46:50 GMT 2025","Fri Feb 07 02:46:51 GMT 2025","1322","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Feb 07 02:46:45 GMT 2025","Fri Feb 07 02:46:46 GMT 2025","817","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri Feb 07 02:46:45 GMT 2025","Fri Feb 07 02:46:54 GMT 2025","8710","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Feb 07 02:46:53 GMT 2025","Fri Feb 07 02:47:01 GMT 2025","8194","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Fri Feb 07 02:47:02 GMT 2025","Fri Feb 07 02:47:09 GMT 2025","7002","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Feb 07 02:46:54 GMT 2025","Fri Feb 07 02:47:03 GMT 2025","8791","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
