"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 17 03:18:54 GMT 2025","Tue Jun 17 03:18:55 GMT 2025","370","","","","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Tue Jun 17 03:18:38 GMT 2025","Tue Jun 17 03:18:38 GMT 2025","247","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Tue Jun 17 03:18:47 GMT 2025","Tue Jun 17 03:18:53 GMT 2025","6048","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Tue Jun 17 03:18:40 GMT 2025","Tue Jun 17 03:18:46 GMT 2025","6427","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Tue Jun 17 03:18:50 GMT 2025","Tue Jun 17 03:18:52 GMT 2025","2099","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Tue Jun 17 03:18:52 GMT 2025","Tue Jun 17 03:18:54 GMT 2025","2554","","","","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Tue Jun 17 03:18:42 GMT 2025","Tue Jun 17 03:18:49 GMT 2025","7252","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Tue Jun 17 03:18:50 GMT 2025","Tue Jun 17 03:18:54 GMT 2025","4977","","","","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Tue Jun 17 03:18:45 GMT 2025","Tue Jun 17 03:18:46 GMT 2025","1135","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Tue Jun 17 03:18:42 GMT 2025","Tue Jun 17 03:18:49 GMT 2025","7340","","","","","","Test Simple Search","Search for Playwright docs."
"passed","Tue Jun 17 03:18:42 GMT 2025","Tue Jun 17 03:18:43 GMT 2025","867","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
