"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jan 30 02:58:58 GMT 2025","Thu Jan 30 02:58:58 GMT 2025","150","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Thu Jan 30 02:58:58 GMT 2025","Thu Jan 30 02:58:59 GMT 2025","791","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Thu Jan 30 02:59:00 GMT 2025","Thu Jan 30 02:59:08 GMT 2025","7719","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Jan 30 02:59:10 GMT 2025","Thu Jan 30 02:59:16 GMT 2025","6689","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Thu Jan 30 02:59:07 GMT 2025","Thu Jan 30 02:59:14 GMT 2025","6892","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu Jan 30 02:59:15 GMT 2025","Thu Jan 30 02:59:16 GMT 2025","622","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Thu Jan 30 02:58:58 GMT 2025","Thu Jan 30 02:59:06 GMT 2025","8270","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Jan 30 02:59:06 GMT 2025","Thu Jan 30 02:59:15 GMT 2025","9389","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Thu Jan 30 02:59:11 GMT 2025","Thu Jan 30 02:59:18 GMT 2025","6782","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu Jan 30 02:59:02 GMT 2025","Thu Jan 30 02:59:04 GMT 2025","1603","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Thu Jan 30 02:59:08 GMT 2025","Thu Jan 30 02:59:10 GMT 2025","1820","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Thu Jan 30 02:58:58 GMT 2025","Thu Jan 30 02:59:06 GMT 2025","7784","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Thu Jan 30 02:59:16 GMT 2025","Thu Jan 30 02:59:23 GMT 2025","6775","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
