"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Sep 20 02:44:26 GMT 2024","Fri Sep 20 02:44:33 GMT 2024","7620","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Fri Sep 20 02:44:36 GMT 2024","Fri Sep 20 02:44:37 GMT 2024","1266","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri Sep 20 02:44:24 GMT 2024","Fri Sep 20 02:44:32 GMT 2024","7712","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Sep 20 02:44:35 GMT 2024","Fri Sep 20 02:44:42 GMT 2024","7576","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri Sep 20 02:44:33 GMT 2024","Fri Sep 20 02:44:42 GMT 2024","8618","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Sep 20 02:44:32 GMT 2024","Fri Sep 20 02:44:40 GMT 2024","7562","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Fri Sep 20 02:44:31 GMT 2024","Fri Sep 20 02:44:33 GMT 2024","1936","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Sep 20 02:44:28 GMT 2024","Fri Sep 20 02:44:29 GMT 2024","1388","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Sep 20 02:44:42 GMT 2024","Fri Sep 20 02:44:43 GMT 2024","783","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Fri Sep 20 02:44:24 GMT 2024","Fri Sep 20 02:44:25 GMT 2024","839","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri Sep 20 02:44:40 GMT 2024","Fri Sep 20 02:44:47 GMT 2024","6470","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri Sep 20 02:44:24 GMT 2024","Fri Sep 20 02:44:32 GMT 2024","8125","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Sep 20 02:44:23 GMT 2024","Fri Sep 20 02:44:24 GMT 2024","284","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
