"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Sep 21 02:42:22 GMT 2024","Sat Sep 21 02:42:29 GMT 2024","7755","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sat Sep 21 02:42:37 GMT 2024","Sat Sep 21 02:42:38 GMT 2024","1189","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Sep 21 02:42:39 GMT 2024","Sat Sep 21 02:42:46 GMT 2024","7136","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sat Sep 21 02:42:27 GMT 2024","Sat Sep 21 02:42:33 GMT 2024","6138","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Sep 21 02:42:22 GMT 2024","Sat Sep 21 02:42:29 GMT 2024","7490","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Sep 21 02:42:22 GMT 2024","Sat Sep 21 02:42:23 GMT 2024","933","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Sat Sep 21 02:42:31 GMT 2024","Sat Sep 21 02:42:32 GMT 2024","505","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Sat Sep 21 02:42:35 GMT 2024","Sat Sep 21 02:42:39 GMT 2024","3602","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sat Sep 21 02:42:26 GMT 2024","Sat Sep 21 02:42:27 GMT 2024","1259","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Sep 21 02:42:20 GMT 2024","Sat Sep 21 02:42:27 GMT 2024","6475","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sat Sep 21 02:42:35 GMT 2024","Sat Sep 21 02:42:44 GMT 2024","8602","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sat Sep 21 02:42:18 GMT 2024","Sat Sep 21 02:42:19 GMT 2024","174","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Sat Sep 21 02:42:29 GMT 2024","Sat Sep 21 02:42:36 GMT 2024","6568","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
