"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Jun 19 03:17:05 GMT 2025","Thu Jun 19 03:17:13 GMT 2025","7270","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Jun 19 03:17:05 GMT 2025","Thu Jun 19 03:17:12 GMT 2025","7033","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Thu Jun 19 03:17:08 GMT 2025","Thu Jun 19 03:17:09 GMT 2025","1156","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Thu Jun 19 03:17:18 GMT 2025","Thu Jun 19 03:17:24 GMT 2025","6593","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu Jun 19 03:17:02 GMT 2025","Thu Jun 19 03:17:02 GMT 2025","103","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Thu Jun 19 03:17:03 GMT 2025","Thu Jun 19 03:17:09 GMT 2025","6270","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Jun 19 03:17:10 GMT 2025","Thu Jun 19 03:17:16 GMT 2025","6116","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu Jun 19 03:17:14 GMT 2025","Thu Jun 19 03:17:15 GMT 2025","1153","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Thu Jun 19 03:17:17 GMT 2025","Thu Jun 19 03:17:24 GMT 2025","6976","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Jun 19 03:17:13 GMT 2025","Thu Jun 19 03:17:19 GMT 2025","6562","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu Jun 19 03:17:05 GMT 2025","Thu Jun 19 03:17:06 GMT 2025","772","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Thu Jun 19 03:17:17 GMT 2025","Thu Jun 19 03:17:18 GMT 2025","824","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Thu Jun 19 03:17:14 GMT 2025","Thu Jun 19 03:17:16 GMT 2025","2244","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
