"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun Feb 16 03:16:38 GMT 2025","Sun Feb 16 03:16:46 GMT 2025","7735","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sun Feb 16 03:16:51 GMT 2025","Sun Feb 16 03:16:53 GMT 2025","2487","","","","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sun Feb 16 03:16:39 GMT 2025","Sun Feb 16 03:16:40 GMT 2025","882","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sun Feb 16 03:16:39 GMT 2025","Sun Feb 16 03:16:47 GMT 2025","8136","","","","","","Test Simple Search","Search for Playwright docs."
"failed","Sun Feb 16 03:16:39 GMT 2025","Sun Feb 16 03:16:47 GMT 2025","7787","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sun Feb 16 03:16:46 GMT 2025","Sun Feb 16 03:16:53 GMT 2025","6441","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sun Feb 16 03:16:49 GMT 2025","Sun Feb 16 03:16:51 GMT 2025","1757","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"skipped","Sun Feb 16 03:16:53 GMT 2025","Sun Feb 16 03:16:53 GMT 2025","0","","","","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sun Feb 16 03:16:43 GMT 2025","Sun Feb 16 03:16:44 GMT 2025","1113","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sun Feb 16 03:16:48 GMT 2025","Sun Feb 16 03:16:53 GMT 2025","5318","","","","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sun Feb 16 03:16:37 GMT 2025","Sun Feb 16 03:16:37 GMT 2025","116","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
