"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Oct 11 03:22:59 GMT 2025","Sat Oct 11 03:22:59 GMT 2025","718","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Oct 11 03:22:53 GMT 2025","Sat Oct 11 03:23:00 GMT 2025","6978","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sat Oct 11 03:22:51 GMT 2025","Sat Oct 11 03:22:53 GMT 2025","2379","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Oct 11 03:22:41 GMT 2025","Sat Oct 11 03:22:49 GMT 2025","7737","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sat Oct 11 03:22:39 GMT 2025","Sat Oct 11 03:22:47 GMT 2025","8240","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Oct 11 03:22:43 GMT 2025","Sat Oct 11 03:22:45 GMT 2025","2138","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Oct 11 03:22:49 GMT 2025","Sat Oct 11 03:22:55 GMT 2025","6177","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sat Oct 11 03:22:44 GMT 2025","Sat Oct 11 03:22:46 GMT 2025","1441","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Oct 11 03:22:51 GMT 2025","Sat Oct 11 03:22:58 GMT 2025","7378","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Oct 11 03:22:39 GMT 2025","Sat Oct 11 03:22:39 GMT 2025","404","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Sat Oct 11 03:22:48 GMT 2025","Sat Oct 11 03:22:54 GMT 2025","6078","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sat Oct 11 03:22:39 GMT 2025","Sat Oct 11 03:22:42 GMT 2025","2598","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Sat Oct 11 03:22:39 GMT 2025","Sat Oct 11 03:22:40 GMT 2025","883","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
