"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Sep 05 02:58:11 GMT 2025","Fri Sep 05 02:58:13 GMT 2025","2219","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Sep 05 02:58:13 GMT 2025","Fri Sep 05 02:58:14 GMT 2025","1001","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri Sep 05 02:58:19 GMT 2025","Fri Sep 05 02:58:26 GMT 2025","7824","","","","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Fri Sep 05 02:58:08 GMT 2025","Fri Sep 05 02:58:11 GMT 2025","2783","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri Sep 05 02:58:07 GMT 2025","Fri Sep 05 02:58:08 GMT 2025","905","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri Sep 05 02:58:15 GMT 2025","Fri Sep 05 02:58:23 GMT 2025","7921","","","","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Fri Sep 05 02:58:07 GMT 2025","Fri Sep 05 02:58:08 GMT 2025","389","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Fri Sep 05 02:58:16 GMT 2025","Fri Sep 05 02:58:23 GMT 2025","7318","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri Sep 05 02:58:07 GMT 2025","Fri Sep 05 02:58:15 GMT 2025","7622","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Sep 05 02:58:10 GMT 2025","Fri Sep 05 02:58:17 GMT 2025","7695","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Fri Sep 05 02:58:19 GMT 2025","Fri Sep 05 02:58:26 GMT 2025","7554","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Fri Sep 05 02:58:15 GMT 2025","Fri Sep 05 02:58:18 GMT 2025","3131","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
