"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Oct 14 03:19:03 GMT 2024","Mon Oct 14 03:19:12 GMT 2024","8293","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Mon Oct 14 03:19:10 GMT 2024","Mon Oct 14 03:19:19 GMT 2024","8958","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Mon Oct 14 03:19:10 GMT 2024","Mon Oct 14 03:19:14 GMT 2024","4205","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Mon Oct 14 03:19:02 GMT 2024","Mon Oct 14 03:19:05 GMT 2024","3131","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Mon Oct 14 03:19:02 GMT 2024","Mon Oct 14 03:19:02 GMT 2024","624","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Mon Oct 14 03:19:20 GMT 2024","Mon Oct 14 03:19:20 GMT 2024","782","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Mon Oct 14 03:19:01 GMT 2024","Mon Oct 14 03:19:02 GMT 2024","536","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Mon Oct 14 03:19:02 GMT 2024","Mon Oct 14 03:19:10 GMT 2024","8082","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Mon Oct 14 03:19:14 GMT 2024","Mon Oct 14 03:19:22 GMT 2024","7810","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Mon Oct 14 03:19:13 GMT 2024","Mon Oct 14 03:19:21 GMT 2024","7874","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Mon Oct 14 03:19:08 GMT 2024","Mon Oct 14 03:19:08 GMT 2024","857","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Mon Oct 14 03:19:05 GMT 2024","Mon Oct 14 03:19:08 GMT 2024","2246","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Mon Oct 14 03:19:10 GMT 2024","Mon Oct 14 03:19:18 GMT 2024","7782","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
