"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri May 09 03:09:12 GMT 2025","Fri May 09 03:09:20 GMT 2025","8264","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Fri May 09 03:09:14 GMT 2025","Fri May 09 03:09:21 GMT 2025","7789","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Fri May 09 03:09:21 GMT 2025","Fri May 09 03:09:24 GMT 2025","2679","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Fri May 09 03:09:22 GMT 2025","Fri May 09 03:09:30 GMT 2025","7287","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri May 09 03:09:12 GMT 2025","Fri May 09 03:09:20 GMT 2025","7901","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Fri May 09 03:09:16 GMT 2025","Fri May 09 03:09:17 GMT 2025","1428","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Fri May 09 03:09:11 GMT 2025","Fri May 09 03:09:11 GMT 2025","117","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Fri May 09 03:09:24 GMT 2025","Fri May 09 03:09:31 GMT 2025","6610","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Fri May 09 03:09:25 GMT 2025","Fri May 09 03:09:26 GMT 2025","734","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Fri May 09 03:09:12 GMT 2025","Fri May 09 03:09:13 GMT 2025","888","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Fri May 09 03:09:20 GMT 2025","Fri May 09 03:09:27 GMT 2025","6412","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Fri May 09 03:09:27 GMT 2025","Fri May 09 03:09:34 GMT 2025","6688","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Fri May 09 03:09:22 GMT 2025","Fri May 09 03:09:24 GMT 2025","1297","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
