"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Nov 25 03:34:47 GMT 2024","Mon Nov 25 03:34:54 GMT 2024","7374","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Mon Nov 25 03:34:36 GMT 2024","Mon Nov 25 03:34:37 GMT 2024","749","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Mon Nov 25 03:34:45 GMT 2024","Mon Nov 25 03:34:52 GMT 2024","6971","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Mon Nov 25 03:34:45 GMT 2024","Mon Nov 25 03:34:50 GMT 2024","4556","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Mon Nov 25 03:34:48 GMT 2024","Mon Nov 25 03:34:56 GMT 2024","7989","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Mon Nov 25 03:34:46 GMT 2024","Mon Nov 25 03:34:47 GMT 2024","939","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Mon Nov 25 03:34:40 GMT 2024","Mon Nov 25 03:34:41 GMT 2024","1444","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Mon Nov 25 03:34:36 GMT 2024","Mon Nov 25 03:34:36 GMT 2024","106","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Mon Nov 25 03:34:36 GMT 2024","Mon Nov 25 03:34:44 GMT 2024","7740","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Mon Nov 25 03:34:53 GMT 2024","Mon Nov 25 03:34:54 GMT 2024","1093","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Mon Nov 25 03:34:50 GMT 2024","Mon Nov 25 03:34:58 GMT 2024","8045","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Mon Nov 25 03:34:36 GMT 2024","Mon Nov 25 03:34:44 GMT 2024","8132","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Mon Nov 25 03:34:38 GMT 2024","Mon Nov 25 03:34:46 GMT 2024","7891","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
