"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed Sep 18 03:00:44 GMT 2024","Wed Sep 18 03:00:52 GMT 2024","8062","playwright_pytest.ui_tests","chromium 128.0.6613.18","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Wed Sep 18 03:00:47 GMT 2024","Wed Sep 18 03:00:54 GMT 2024","7365","playwright_pytest.ui_tests","firefox 128.0","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Wed Sep 18 03:00:44 GMT 2024","Wed Sep 18 03:00:53 GMT 2024","8587","playwright_pytest.ui_tests","chromium 128.0.6613.18","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Wed Sep 18 03:00:53 GMT 2024","Wed Sep 18 03:00:53 GMT 2024","432","playwright_pytest.ui_tests","chromium 128.0.6613.18","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Wed Sep 18 03:01:00 GMT 2024","Wed Sep 18 03:01:01 GMT 2024","1155","playwright_pytest.ui_tests","webkit 18.0","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Wed Sep 18 03:00:49 GMT 2024","Wed Sep 18 03:00:55 GMT 2024","6034","playwright_pytest.ui_tests","firefox 128.0","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Wed Sep 18 03:00:57 GMT 2024","Wed Sep 18 03:01:07 GMT 2024","10065","playwright_pytest.ui_tests","webkit 18.0","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Wed Sep 18 03:01:08 GMT 2024","Wed Sep 18 03:01:14 GMT 2024","6269","playwright_pytest.ui_tests","webkit 18.0","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Wed Sep 18 03:00:57 GMT 2024","Wed Sep 18 03:01:02 GMT 2024","5193","playwright_pytest.ui_tests","webkit 18.0","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Wed Sep 18 03:00:47 GMT 2024","Wed Sep 18 03:00:49 GMT 2024","2562","playwright_pytest.ui_tests","firefox 128.0","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Wed Sep 18 03:00:55 GMT 2024","Wed Sep 18 03:00:55 GMT 2024","557","playwright_pytest.ui_tests","firefox 128.0","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Wed Sep 18 03:00:53 GMT 2024","Wed Sep 18 03:00:59 GMT 2024","6076","playwright_pytest.ui_tests","chromium 128.0.6613.18","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
