"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 12 03:31:49 GMT 2025","Sat Apr 12 03:31:50 GMT 2025","696","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Sat Apr 12 03:32:07 GMT 2025","Sat Apr 12 03:32:07 GMT 2025","523","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Sat Apr 12 03:31:50 GMT 2025","Sat Apr 12 03:31:58 GMT 2025","7762","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Sat Apr 12 03:31:57 GMT 2025","Sat Apr 12 03:32:05 GMT 2025","7576","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Apr 12 03:32:00 GMT 2025","Sat Apr 12 03:32:07 GMT 2025","7615","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Sat Apr 12 03:31:48 GMT 2025","Sat Apr 12 03:31:48 GMT 2025","157","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"failed","Sat Apr 12 03:32:05 GMT 2025","Sat Apr 12 03:32:12 GMT 2025","6597","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Sat Apr 12 03:31:49 GMT 2025","Sat Apr 12 03:31:57 GMT 2025","8202","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Apr 12 03:31:58 GMT 2025","Sat Apr 12 03:32:06 GMT 2025","8289","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Apr 12 03:31:53 GMT 2025","Sat Apr 12 03:31:54 GMT 2025","1380","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Sat Apr 12 03:31:49 GMT 2025","Sat Apr 12 03:31:57 GMT 2025","7672","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Sat Apr 12 03:32:00 GMT 2025","Sat Apr 12 03:32:02 GMT 2025","1705","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Sat Apr 12 03:31:56 GMT 2025","Sat Apr 12 03:31:57 GMT 2025","1722","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
