"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 18 02:58:23 GMT 2025","Thu Sep 18 02:58:23 GMT 2025","220","playwright_pytest.api_tests","test_booking_api","TestBookingAPI","","","GET bookings","Simple GET bookings without params"
"passed","Thu Sep 18 02:58:36 GMT 2025","Thu Sep 18 02:58:39 GMT 2025","2925","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Thu Sep 18 02:58:25 GMT 2025","Thu Sep 18 02:58:34 GMT 2025","8370","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"passed","Thu Sep 18 02:58:23 GMT 2025","Thu Sep 18 02:58:26 GMT 2025","2609","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"failed","Thu Sep 18 02:58:39 GMT 2025","Thu Sep 18 02:58:47 GMT 2025","7706","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"failed","Thu Sep 18 02:58:36 GMT 2025","Thu Sep 18 02:58:44 GMT 2025","8066","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Sep 18 02:58:23 GMT 2025","Thu Sep 18 02:58:32 GMT 2025","8230","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 1","Search for Bad Value 1."
"failed","Thu Sep 18 02:58:34 GMT 2025","Thu Sep 18 02:58:41 GMT 2025","6340","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
"passed","Thu Sep 18 02:58:27 GMT 2025","Thu Sep 18 02:58:30 GMT 2025","2606","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Simple Search","Search for Playwright docs."
"passed","Thu Sep 18 02:58:29 GMT 2025","Thu Sep 18 02:58:31 GMT 2025","1522","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Thu Sep 18 02:58:23 GMT 2025","Thu Sep 18 02:58:24 GMT 2025","757","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"passed","Thu Sep 18 02:58:45 GMT 2025","Thu Sep 18 02:58:45 GMT 2025","501","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Add 1 TODO action","Simply add 1 TODO item."
"failed","Thu Sep 18 02:58:32 GMT 2025","Thu Sep 18 02:58:38 GMT 2025","6230","playwright_pytest.ui_tests","test_todo_app","TestSearch","","","Test Fail Example 2","Search for Bad Value 2."
